1, 1.532
1, 2.623
1, 3.715
1, 4.806
1, 5.921
1, 7.012
1, 8.126
1, 9.264
2, 9.822
1, 10.356
2, 10.356
2, 10.936
1, 11.493
2, 11.517
2, 11.842
2, 12.027
1, 12.585
2, 12.585
2, 12.956
2, 13.142
1, 13.676
2, 13.676
2, 14.071
2, 14.233
1, 14.767
2, 14.814
2, 15.139
2, 15.325
1, 15.882
2, 15.882
2, 16.253
2, 16.462
2, 16.973
1, 17.02
2, 17.554
2, 18.111
1, 18.134
2, 18.483
2, 18.645
2, 19.249
1, 19.272
2, 19.69
2, 19.853
2, 20.34
1, 20.363
2, 20.735
2, 20.897
2, 21.037
2, 21.223
1, 21.501
2, 21.803
2, 21.966
1, 22.569
2, 22.569
2, 22.987
2, 23.173
2, 23.312
2, 23.475
1, 23.73
2, 24.055
2, 24.264
1, 24.845
2, 24.845
2, 25.216
2, 25.402
2, 25.89
1, 25.936
2, 26.447
2, 27.004
1, 27.074
2, 27.399
2, 27.585
1, 28.119
2, 28.165
2, 28.723
1, 29.233
2, 29.233
2, 29.628
2, 29.814
1, 30.348
2, 30.371
2, 30.905
1, 31.439
2, 31.439
2, 31.834
2, 32.02
1, 32.624
2, 32.624
2, 33.158
2, 33.715
1, 33.738
2, 34.272
1, 34.806
2, 34.829
2, 35.363
1, 35.898
1, 37.035
2, 37.035
3, 37.639
2, 38.103
1, 38.15
3, 38.684
1, 39.264
2, 39.264
3, 39.822
2, 40.333
3, 40.356
1, 40.379
3, 40.936
1, 41.494
2, 41.494
2, 42.004
3, 42.004
1, 42.562
2, 43.003
2, 43.165
3, 43.165
1, 43.699
2, 44.048
2, 44.234
3, 44.257
3, 44.791
2, 44.814
1, 44.837
3, 45.348
2, 45.905
1, 45.929
3, 46.486
1, 47.02
2, 47.02
3, 47.577
2, 47.902
2, 48.111
1, 48.134
2, 48.506
2, 48.645
3, 48.715
2, 49.226
3, 49.226
1, 49.272
3, 49.83
2, 50.317
1, 50.387
3, 50.874
2, 51.292
2, 51.455
1, 51.478
3, 52.012
2, 52.407
2, 52.546
1, 52.569
2, 52.941
2, 53.104
3, 53.127
2, 53.266
2, 53.452
2, 53.614
1, 53.684
3, 53.684
2, 53.8
2, 53.986
2, 54.195
3, 54.195
2, 54.799
1, 54.822
3, 55.333
2, 55.356
2, 55.89
1, 55.96
2, 56.285
2, 56.447
3, 56.517
2, 56.958
1, 57.004
2, 57.376
2, 57.562
3, 57.585
1, 58.189
3, 58.7
1, 59.234
2, 59.303
2, 59.466
2, 59.605
2, 59.791
3, 59.814
1, 60.325
2, 60.348
2, 60.487
2, 60.673
2, 60.859
3, 60.952
2, 61.393
1, 61.486
2, 62.02
3, 62.043
2, 62.577
1, 62.647
2, 63.135
3, 63.135
2, 63.645
1, 63.692
2, 64.063
2, 64.203
3, 64.272
2, 64.76
1, 64.806
2, 65.178
2, 65.364
3, 65.387
1, 65.851
2, 65.851
2, 66.014
2, 66.2
3, 66.478
2, 66.966
1, 67.012
2, 67.152
2, 67.291
3, 67.57
2, 68.057
1, 68.127
2, 68.266
2, 68.429
2, 68.638
3, 68.707
2, 68.8
2, 68.963
2, 69.149
1, 69.218
2, 69.311
2, 69.474
2, 69.752
3, 69.775
2, 70.286
1, 70.333
2, 70.704
2, 70.89
3, 70.936
2, 71.424
1, 71.471
3, 72.028
2, 72.585
1, 72.608
3, 73.166
1, 73.676
2, 73.7
3, 74.257
1, 74.745
2, 74.791
3, 75.371
2, 75.395
2, 75.906
1, 75.952
3, 76.486
2, 76.509
2, 76.672
2, 76.811
1, 77.067
2, 77.415
2, 77.577
3, 77.601
1, 78.135
2, 78.181
3, 78.692
2, 78.715
2, 79.226
1, 79.249
2, 79.76
3, 79.783
2, 80.317
1, 80.341
3, 80.364
2, 80.921
3, 80.944
2, 81.478
1, 81.502
3, 81.502
2, 81.827
2, 82.012
3, 82.036
1, 82.616
